movieId,title,genres,rate
237,Forget Paris ,Comedy|Romance,3.0
238,Far From Home,Adventure,2.8
240,Hideaway ,Thriller,2.7
241,Fluke ,Children's|Drama,3.3
243,Gordy ,Comedy,2.1
246,Hoop Dreams ,Documentary,4.2
247,Heavenly Creatures ,Drama|Fantasy|Romance|Thriller,3.9
248,Houseguest ,Comedy,2.9
249,Immortal Beloved ,Drama|Romance,3.8
250,Heavyweights ,Children's|Comedy,2.6
252,I.Q. ,Comedy|Romance,3.3
253,Interview with the Vampire ,Drama|Horror,3.5
254,Jefferson in Paris ,Drama,3.1
256,Junior ,Comedy|Sci-Fi,2.7
257,Just Cause ,Mystery|Thriller,3.2
259,Kiss of Death ,Crime|Drama|Thriller,2.8
261,Little Women ,Drama,3.6
263,Ladybird Ladybird ,Drama,3.9
265,Like Water for Chocolate (Como agua para chocolate) ,Drama|Romance,3.9
266,Legends of the Fall ,Drama|Romance|War|Western,3.4
267,Major Payne ,Comedy,2.7
268,Little Odessa ,Drama,3.4
269,My Crazy Life (Mi vida loca) ,Drama,3.5
270,Love Affair ,Drama|Romance,3.0
271,Losing Isaiah ,Drama,3.1
273,Mary Shelley's Frankenstein ,Drama|Horror,2.9
274,Man of the House ,Comedy,2.4
275,Mixed Nuts ,Comedy,2.5
276,Milk Money ,Comedy|Romance,2.7
277,Miracle on 34th Street ,Drama,3.2
278,Miami Rhapsody ,Comedy,2.8
279,My Family ,Drama,3.7
280,Murder in the First ,Drama|Thriller,3.6
281,Nobody's Fool ,Drama,3.6
282,Nell ,Drama,3.2
283,New Jersey Drive ,Crime|Drama,3.0
284,New York Cop ,Action|Crime,0.0
285,Beyond Bedlam ,Drama|Horror,0.0
287,Nina Takes a Lover ,Comedy|Romance,2.9
288,Natural Born Killers ,Action|Thriller,3.1
289,Only You ,Comedy|Romance,3.3
290,Once Were Warriors ,Crime|Drama,3.9
291,Poison Ivy II ,Thriller,2.2
292,Outbreak ,Action|Drama|Thriller,3.3
296,Pulp Fiction ,Crime|Drama,4.3
297,Panther ,Drama,3.1
298,Pushing Hands ,Comedy,3.9
299,Priest ,Drama,3.7
300,Quiz Show ,Drama,3.8
301,Picture Bride ,Drama|Romance,3.3
302,Queen Margot (La Reine Margot) ,Drama|Romance,3.8
304,Roommates ,Comedy|Drama,3.1
305,Ready to Wear (Pret-A-Porter) ,Comedy,2.5
310,Rent-a-Kid ,Comedy,2.7
311,Relative Fear ,Horror|Thriller,3.0
312,Stuart Saves His Family ,Comedy,2.4
316,Stargate ,Action|Adventure|Sci-Fi,3.5
319,Shallow Grave ,Thriller,3.9
320,Suture ,Film-Noir|Thriller,3.4
321,Strawberry and Chocolate (Fresa y chocolate) ,Drama,3.8
322,Swimming with Sharks ,Comedy|Drama,3.7
325,National Lampoon's Senior Trip ,Comedy,2.4
326,To Live (Huozhe) ,Drama,4.3
327,Tank Girl ,Action|Comedy|Musical|Sci-Fi,2.6
330,Tales from the Hood ,Comedy|Horror,2.7
331,Tom & Viv ,Drama,3.1
332,Village of the Damned ,Horror|Sci-Fi,2.5
333,Tommy Boy ,Comedy,3.5
334,Vanya on 42nd Street ,Drama,3.9
337,What's Eating Gilbert Grape ,Drama,3.8
338,Virtuosity ,Sci-Fi|Thriller,2.9
339,While You Were Sleeping ,Comedy|Romance,3.5
341,Double Happiness ,Drama,3.8
342,Muriel's Wedding ,Comedy|Romance,3.7
346,Backbeat ,Drama|Musical,3.5
347,Bitter Moon ,Drama,3.2
348,Bullets Over Broadway ,Comedy,3.7
349,Clear and Present Danger ,Action|Adventure|Thriller,3.7
352,Crooklyn ,Comedy,3.1
354,Cobb ,Drama,3.2
356,Forrest Gump ,Comedy|Romance|War,4.1
357,Four Weddings and a Funeral ,Comedy|Romance,3.7
358,Higher Learning ,Drama,3.2
359,I Like It Like That ,Comedy|Drama|Romance,3.2
360,I Love Trouble ,Action|Comedy,2.5
361,It Could Happen to You ,Drama|Romance,3.4
365,Little Buddha ,Drama,3.2
366,Wes Craven's New Nightmare ,Horror,2.8
368,Maverick ,Action|Comedy|Western,3.5
369,Mrs. Parker and the Vicious Circle ,Drama,3.3
372,Reality Bites ,Comedy|Drama,3.2
373,Red Rock West ,Thriller,3.9
374,Richie Rich ,Children's|Comedy,2.1
375,Safe Passage ,Drama,3.3
377,Speed ,Action|Romance|Thriller,3.6
378,Speechless ,Comedy|Romance,2.9
379,Timecop ,Action|Sci-Fi,2.9
380,True Lies ,Action|Adventure|Comedy|Romance,3.6
381,When a Man Loves a Woman ,Drama,3.3
382,Wolf ,Drama|Horror,2.9
383,Wyatt Earp ,Western,3.3
384,Bad Company ,Action,2.9
386,S.F.W. ,Drama,2.6
388,Boys Life ,Drama,3.6
390,Faster Pussycat! Kill! Kill! ,Action|Comedy|Drama,3.5
391,Jason's Lyric ,Crime|Drama,3.3
393,Street Fighter ,Action,1.9
394,Coldblooded ,Action,3.7
395,Desert Winds ,Drama,0.0
396,Fall Time ,Drama,4.0
398,Frank and Ollie ,Documentary,4.0
399,Girl in the Cadillac ,Drama,0.0
400,Homage ,Drama,0.0
401,Mirage ,Action|Thriller,3.0
402,Open Season ,Comedy,3.0
403,Two Crimes ,Comedy|Crime|Drama,0.0
406,Federal Hill ,Drama,3.6
407,In the Mouth of Madness ,Horror|Thriller,2.9
408,8 Seconds ,Drama,3.3
409,Above the Rim ,Drama,3.0
410,Addams Family Values ,Comedy,2.9
411,You So Crazy ,Comedy,2.6
413,Airheads ,Comedy,2.5
415,Another Stakeout ,Comedy|Thriller,2.5
416,Bad Girls ,Western,2.4
417,Barcelona ,Comedy|Romance,3.5
418,Being Human ,Drama,2.5
420,Beverly Hills Cop III ,Action|Comedy,2.5
421,Black Beauty ,Adventure|Children's,3.4
422,Blink ,Thriller,3.1
423,Blown Away ,Action|Thriller,3.1
424,Blue Chips ,Drama,2.6
425,Blue Sky ,Drama|Romance,3.6
426,Body Snatchers ,Horror|Sci-Fi|Thriller,3.1
427,Boxing Helena ,Mystery|Romance|Thriller,2.4
429,Cabin Boy ,Comedy,2.4
430,Calendar Girl ,Drama,2.4
431,Carlito's Way ,Crime|Drama,3.7
433,Clean Slate ,Comedy,2.8
434,Cliffhanger ,Action|Adventure|Crime,3.1
435,Coneheads ,Comedy|Sci-Fi,2.6
436,Color of Night ,Drama|Thriller,2.7
437,Cops and Robbersons ,Comedy,2.0
439,Dangerous Game ,Drama,4.5
440,Dave ,Comedy|Romance,3.8
441,Dazed and Confused ,Comedy,3.7
442,Demolition Man ,Action|Sci-Fi,3.0
444,Even Cowgirls Get the Blues ,Comedy|Romance,2.3
445,Fatal Instinct ,Comedy,2.6
446,Farewell My Concubine ,Drama|Romance,4.1
448,Fearless ,Drama,3.6
449,Fear of a Black Hat ,Comedy,3.7
450,With Honors ,Comedy|Drama,3.3
451,Flesh and Bone ,Drama|Mystery|Romance,3.2
452,Widows' Peak ,Drama,3.3
453,For Love or Money ,Comedy,3.2
455,Free Willy ,Adventure|Children's|Drama,2.6
456,Fresh ,Drama,4.0
460,Getting Even with Dad ,Comedy,2.3
461,Go Fish ,Drama|Romance,3.3
463,Guilty as Sin ,Crime|Drama|Thriller,2.7
464,Hard Target ,Action|Adventure|Crime|Thriller,2.8
465,Heaven & Earth ,Action|Drama|War,3.3
466,Hot Shots! Part Deux ,Action|Comedy|War,2.8
467,Live Nude Girls ,Comedy,3.2
470,House Party 3 ,Comedy,1.7
472,I'll Do Anything ,Comedy|Drama,2.7
473,In the Army Now ,Comedy|War,2.2
474,In the Line of Fire ,Action|Thriller,3.8
475,In the Name of the Father ,Drama,3.9
477,What's Love Got to Do with It? ,Drama,3.5
478,Jimmy Hollywood ,Comedy,2.5
479,Judgment Night ,Action,2.8
480,Jurassic Park ,Action|Adventure|Sci-Fi,3.8
481,Kalifornia ,Drama|Thriller,3.4
482,Killing Zoe ,Thriller,3.5
483,King of the Hill ,Drama,3.7
484,Lassie ,Adventure|Children's,2.7
485,Last Action Hero ,Action|Comedy,2.5
486,Life with Mikey ,Comedy,2.8
487,Lightning Jack ,Comedy|Western,2.6
488,M. Butterfly ,Drama,3.4
489,Made in America ,Comedy,2.5
490,Malice ,Thriller,3.3
492,Manhattan Murder Mystery ,Comedy|Mystery,3.7
493,Menace II Society ,Action|Crime|Drama,3.6
494,Executive Decision ,Action|Thriller,3.3
495,In the Realm of the Senses (Ai no corrida) ,Drama,3.4
496,What Happened Was... ,Comedy|Drama|Romance,3.2
497,Much Ado About Nothing ,Comedy|Romance,4.0
498,Mr. Jones ,Drama|Romance,2.7
499,Mr. Wonderful ,Comedy|Romance,2.8
500,Mrs. Doubtfire ,Comedy,3.4
501,Naked ,Drama,3.6
504,No Escape ,Action|Sci-Fi,3.0
505,North ,Comedy,2.5
506,Orlando ,Drama,3.5
508,Philadelphia ,Drama,3.9
510,Poetic Justice ,Drama,2.4
512,Robert A. Heinlein's The Puppet Masters ,Horror|Sci-Fi,2.9
513,Radioland Murders ,Comedy|Mystery|Romance,3.1
516,Renaissance Man ,Comedy|Drama|War,2.9
517,Rising Sun ,Action|Drama|Mystery,3.2
519,Robocop 3 ,Sci-Fi|Thriller,1.9
521,Romeo Is Bleeding ,Crime|Thriller,3.4
522,Romper Stomper ,Action|Drama,3.6
523,Ruby in Paradise ,Drama,3.7
524,Rudy ,Drama,3.6
527,Schindler's List ,Drama|War,4.5
529,Searching for Bobby Fischer ,Drama,4.0
530,Second Best ,Drama,3.5
532,Serial Mom ,Comedy|Crime|Horror,3.0
534,Shadowlands ,Drama|Romance,3.8
535,Short Cuts ,Drama,3.8
537,Sirens ,Comedy|Drama,3.1
538,Six Degrees of Separation ,Drama,3.8
539,Sleepless in Seattle ,Comedy|Romance,3.8
540,Sliver ,Thriller,2.2
541,Blade Runner ,Film-Noir|Sci-Fi,4.3
542,Son in Law ,Comedy,2.7
543,So I Married an Axe Murderer ,Comedy|Romance|Thriller,3.4
544,Striking Distance ,Action,2.6
545,Harlem ,Drama,2.0
546,Super Mario Bros. ,Action|Adventure|Children's|Sci-Fi,1.9
547,Surviving the Game ,Action|Adventure|Thriller,2.9
548,Terminal Velocity ,Action,2.5
549,Thirty-Two Short Films About Glenn Gould ,Documentary,3.8
550,Threesome ,Comedy|Romance,3.0
553,Tombstone ,Western,3.9
554,Trial by Jury ,Thriller,2.6
555,True Romance ,Action|Crime|Romance,3.9
557,Mamma Roma ,Drama,4.5
561,Killer (Bulletproof Heart) ,Thriller,3.6
562,Welcome to the Dollhouse ,Comedy|Drama,3.8
563,Germinal ,Drama,3.2
564,Chasers ,Comedy,2.3
565,Cronos ,Horror,3.1
566,Naked in New York ,Comedy|Romance,2.9
567,Kika ,Drama,3.6
568,Bhaji on the Beach ,Comedy|Drama,3.9
569,Little Big League ,Children's|Comedy,2.9
572,Foreign Student ,Drama,3.0
574,Spanking the Monkey ,Comedy|Drama,3.4
576,Fausto ,Comedy,3.0
577,Andre ,Adventure|Children's,3.0
580,Princess Caraboo ,Drama,3.2
582,Metisse (Café au Lait) ,Comedy,3.0
583,Dear Diary (Caro Diario) ,Comedy|Drama,3.7
584,I Don't Want to Talk About It (De eso no se habla) ,Drama,4.0
586,Home Alone ,Children's|Comedy,3.1
587,Ghost ,Comedy|Romance|Thriller,3.5
588,Aladdin ,Animation|Children's|Comedy|Musical,3.8
590,Dances with Wolves ,Adventure|Drama|Western,3.9
591,Tough and Deadly ,Action|Drama|Thriller,2.0
592,Batman ,Action|Adventure|Crime|Drama,3.6
594,Snow White and the Seven Dwarfs ,Animation|Children's|Musical,3.8
595,Beauty and the Beast ,Animation|Children's|Musical,3.9
596,Pinocchio ,Animation|Children's,3.8
597,Pretty Woman ,Comedy|Romance,3.6
598,Window to Paris ,Comedy,4.2
600,Love and a .45 ,Thriller,3.0
604,Criminals ,Documentary,0.0
605,One Fine Day ,Drama|Romance,3.3
607,Century ,Drama,2.0
608,Fargo ,Crime|Drama|Thriller,4.3
610,Heavy Metal ,Action|Adventure|Animation|Horror|Sci-Fi,3.5
613,Jane Eyre ,Drama|Romance,3.6
614,Loaded ,Drama|Thriller,2.7
615,Bread and Chocolate (Pane e cioccolata) ,Drama,4.0
618,Two Much ,Comedy|Romance,2.1
619,Ed ,Comedy,2.6
620,Scream of Stone (Schrei aus Stein) ,Drama,0.0
621,My Favorite Season ,Drama,3.7
624,Condition Red ,Action|Drama|Thriller,4.0
625,Asfour Stah ,Drama,0.0
628,Primal Fear ,Drama|Thriller,3.9
629,Rude ,Drama,0.0
630,Carried Away ,Drama|Romance,2.9
631,All Dogs Go to Heaven 2 ,Animation|Children's|Musical,2.1
632,Land and Freedom (Tierra y libertad) ,War,4.0
633,Denise Calls Up ,Comedy,3.6
634,Theodore Rex ,Comedy,1.7
636,Frisk ,Drama,0.0
637,Sgt. Bilko ,Comedy,2.5
638,Jack and Sarah ,Romance,3.2
639,Girl 6 ,Comedy,2.6
640,Diabolique ,Drama|Thriller,2.7
642,Roula ,Drama,2.0
643,Peanuts - Die Bank zahlt alles ,Comedy,2.0
644,Happy Weekend ,Comedy,2.0
645,Nelly & Monsieur Arnaud ,Drama,3.6
647,Courage Under Fire ,Drama|War,3.6
649,Cold Fever (Á köldum klaka) ,Comedy|Drama,4.2
650,Moll Flanders ,Drama,3.5
653,Dragonheart ,Action|Adventure|Fantasy,3.2
654,Und keiner weint mir nach ,Drama|Romance,0.0
655,Mutters Courage ,Comedy,1.0
656,Eddie ,Comedy,2.6
657,Yankee Zulu ,Comedy|Drama,3.0
658,Billy's Holiday ,Drama,3.0
659,Purple Noon ,Crime|Thriller,3.7
660,August ,Drama,1.5
661,James and the Giant Peach ,Animation|Children's|Musical,3.5
662,Fear ,Thriller,3.0
664,Faithful ,Comedy,3.0
665,Underground ,War,3.7
666,All Things Fair ,Drama,3.3
667,Bloodsport 2 ,Action,2.0
668,Pather Panchali ,Drama,4.4
669,Aparajito ,Drama,4.2
672,Tarantella ,Drama,2.0
673,Space Jam ,Adventure|Animation|Children's|Comedy|Fantasy,2.6
674,Barbarella ,Adventure|Sci-Fi,3.0
675,Hostile Intentions ,Action|Drama|Thriller,0.0
676,They Bite ,Drama,0.0
678,Some Folks Call It a Sling Blade ,Drama|Thriller,4.2
680,Alphaville ,Sci-Fi,3.4
681,Clean Slate (Coup de Torchon) ,Crime,3.9
684,Windows ,Drama,1.0
685,It's My Party ,Drama,3.3
687,Country Life ,Drama|Romance,3.0
688,Operation Dumbo Drop ,Action|Adventure|Comedy|War,2.3
691,Mrs. Winterbourne ,Comedy|Romance,3.1
692,Solo ,Action|Sci-Fi|Thriller,2.1
693,Under the Domin Tree (Etz Hadomim Tafus) ,Drama,0.0
695,True Crime ,Mystery|Thriller,3.2
696,Butterfly Kiss ,Thriller,3.2
697,Feeling Minnesota ,Drama|Romance,2.6
698,Delta of Venus ,Drama,2.2
699,To Cross the Rubicon ,Drama,0.0
700,Angus ,Comedy,3.3
701,Daens ,Drama,4.0
702,Faces ,Drama,3.7
703,Boys ,Drama,1.6
705,Cosi ,Comedy,3.8
706,Sunset Park ,Drama,2.5
707,Mulholland Falls ,Crime|Film-Noir|Thriller,3.1
709,Oliver & Company ,Animation|Children's,3.0
710,Celtic Pride ,Comedy,2.3
711,Flipper ,Adventure|Children's,2.5
712,Captives ,Drama,3.5
713,Of Love and Shadows ,Drama,0.0
714,Dead Man ,Western,3.9
716,Switchblade Sisters ,Crime,2.7
717,Mouth to Mouth (Boca a boca) ,Comedy,4.0
719,Multiplicity ,Comedy,2.9
720,Wallace & Gromit, Animation,4.4
721,Halfmoon (Paul Bowles - Halbmond) ,Drama,0.0
723,Two Friends ,Drama,0.0
726,Last Dance ,Drama,3.0
727,War Stories ,Documentary,0.0
728,Cold Comfort Farm ,Comedy,3.8
731,Heaven's Prisoners ,Mystery|Thriller,2.9
732,Original Gangstas ,Crime,2.8
734,Getting Away With Murder ,Comedy,3.0
735,Cemetery Man (Dellamorte Dellamore) ,Comedy|Horror,3.4
736,Twister ,Action|Adventure|Romance|Thriller,3.2
737,Barb Wire ,Action|Sci-Fi,2.0
739,Honigmond ,Comedy,0.0
741,Ghost in the Shell (Kokaku kidotai) ,Animation|Sci-Fi,4.1
742,Thinner ,Horror|Thriller,2.5
743,Spy Hard ,Comedy,2.6
744,Brothers in Trouble ,Drama,2.0
746,Force of Evil ,Film-Noir,4.0
751,Careful ,Comedy,3.5
752,Vermont Is For Lovers ,Comedy|Romance,0.0
755,Kim ,Children's|Drama,3.8
757,Ashes of Time ,Drama,3.8
760,Stalingrad ,War,3.5
762,Striptease ,Comedy|Crime,2.2
764,Heavy ,Drama|Romance,3.3
765,Jack ,Comedy|Drama,2.6
766,I Shot Andy Warhol ,Drama,3.6
768,Someone Else's America ,Drama,0.0
770,Costa Brava ,Drama,0.0
772,Quartier Mozart ,Comedy,0.0
773,Touki Bouki (Journey of the Hyena) ,Drama,0.0
774,Wend Kuuni (God's Gift) ,Drama,4.0
775,Spirits of the Dead (Tre Passi nel Delirio) ,Horror,3.2
776,Babyfever ,Comedy|Drama,3.0
777,Pharaoh's Army ,War,0.0
778,Trainspotting ,Drama,4.0
779,'Til There Was You ,Drama|Romance,2.7
780,Independence Day (ID4) ,Action|Sci-Fi|War,3.5
781,Stealing Beauty ,Drama,3.4
785,Kingpin ,Comedy,3.5
786,Eraser ,Action|Thriller,3.1
790,An Unforgettable Summer ,Drama,3.0
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) ,Drama,2.6
794,Midnight Dancers (Sibak) ,Comedy|Drama,0.0
795,Somebody to Love ,Drama,0.0
798,Daylight ,Action|Adventure|Thriller,2.7
800,Lone Star ,Drama|Mystery,4.1
801,Harriet the Spy ,Children's|Comedy,3.1
802,Phenomenon ,Drama|Romance,3.5
803,Walking and Talking ,Romance,3.7
804,She's the One ,Comedy|Romance,3.0
806,American Buffalo ,Drama,3.2
808,Alaska ,Adventure|Children's,3.4
809,Fled ,Action|Adventure,2.6
810,Kazaam ,Children's|Comedy|Fantasy,1.5
812,Magic Hunter ,Drama,0.0
813,Larger Than Life ,Comedy,2.5
815,Power 98 ,Action|Mystery|Thriller,2.0
816,Two Deaths ,Drama,0.0
819,Stefano Quantestorie ,Comedy|Drama,0.0
822,Hedd Wyn ,Drama,0.0
824,Kaspar Hauser ,Drama,3.9
825,Echte Kerle ,Comedy|Romance,0.0
826,Diebinnen ,Drama,1.0
829,Joe's Apartment ,Comedy|Musical,2.3
831,Stonewall ,Drama,3.9
832,Ransom ,Drama|Thriller,3.5
833,High School High ,Comedy,2.2
834,Phat Beach ,Comedy,2.0
835,Foxfire ,Drama,3.1
836,Chain Reaction ,Action|Adventure|Thriller,2.7
837,Matilda ,Children's|Comedy,3.5
838,Emma ,Comedy|Drama|Romance,3.9
840,House Arrest ,Comedy,2.6
841,Eyes Without a Face ,Horror,3.4
843,Lotto Land ,Drama,1.0
846,Flirt ,Drama,3.7
849,Escape from L.A. ,Action|Adventure|Sci-Fi|Thriller,2.5
850,Cyclo ,Crime|Drama,3.7
851,Basquiat ,Drama,3.5
852,Tin Cup ,Comedy|Romance,3.2
853,Dingo ,Drama,4.0
855,Every Other Weekend ,Drama,0.0
856,Mille bolle blu ,Comedy,0.0
857,Crows and Sparrows ,Drama,0.0
861,Supercop ,Action|Thriller,3.5
862,Manny & Lo ,Drama,3.6
